word,word_duration,word_pos,silence_duration,syllable_count,avg_syllable_duration,articulation_rate,spectral_tilt,hnr,voiced_unvoiced_ratio,f0_min,f0_tmin,f0_max,f0_tmax,f0_mean,f0_median,f0_range,f0_slope,f0_skewness,f0_std,int_min,int_tmin,int_max,int_tmax,int_mean,int_median,int_range,int_slope,int_skewness,int_std,spectral_emphasis
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.36956012778,0.308634010106,0.5,0.17600209895,0.848805172534,0.167376454353,0.846627158039,0.176535416126,0.17672962047,0.00132618678887,0.0011455512424,0.49999160699,0.00136049037612,0.897598786541,0.839493434565,0.908870598461,0.846862500234,0.900261712403,0.894101067139,0.0234785189179,0.00351305646048,0.622062436512,0.0179310111222,0.877996536598
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.389166408752,0.308634010106,0.5,0.17585518667,0.848558205935,0.171548857945,0.851476340611,0.178145661616,0.17760525631,0.00656740533473,0.00206628758462,0.616069318183,0.00393127728643,0.906072780524,0.84290917636,0.909986690665,0.850540861981,0.90829675478,0.90942055916,0.0155750067903,0.00224033046942,0.102504420394,0.0116886950902,0.893283265178
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.387806781227,0.308634010106,0.5,0.17585518667,0.848805172534,0.172051217623,0.852206572272,0.180106092506,0.180969904578,0.00717813404532,0.00199961054059,0.207049993282,0.00380238547109,0.918992285588,0.848074576718,0.914769903203,0.853416430377,0.912989824168,0.911191157424,0.00649556443497,0.00142223644183,0.725055087466,0.00533288757143,0.89963669703
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.379888459156,0.308634010106,0.5,0.176230985535,0.858617646322,0.172051217623,0.852206572272,0.179485032048,0.179958029093,0.00674648996103,0.00141986578184,0.461580173885,0.00439762678142,0.913559799857,0.856277497095,0.914769903203,0.853416430377,0.913212592567,0.913221231211,0.0122519844613,0.00309034918434,0.420322535068,0.00762031705182,0.898546787697
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.37065765132,0.308634010106,0.5,0.176230985535,0.858617646322,0.168948788173,0.854964961167,0.177515283634,0.177943522754,0.00297480441638,0.00123722255607,0.303984314874,0.00187857232692,0.897825486262,0.859619577279,0.91312431465,0.854444304068,0.905546562635,0.900284321437,0.0273383718423,0.00428987905236,0.684449149327,0.0199764767995,0.886493522283
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.37065765132,0.308634010106,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999160699,0.0,0.854758207087,0.863518670827,0.89612975489,0.85779011157,0.88716848772,0.879132363195,0.0565930039716,0.00814041578669,0.44301137668,0.040810525994,0.837602425273
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.37065765132,0.308634010106,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999160699,0.0,0.850196633007,0.864173685418,0.877970273661,0.861135919073,0.8588296209,0.847333700117,0.0439230259236,0.0105652190944,0.61016994974,0.0292835339614,0.830585789197
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.37065765132,0.308634010106,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999160699,0.0,0.850196633007,0.864173685418,0.846214899279,0.86780533451,0.841963582831,0.840041304062,0.0133146662109,0.00480376302722,0.578524825391,0.0103907815304,0.823252611406
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.37065765132,0.308634010106,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999160699,0.0,0.846616300288,0.871316857922,0.845358500444,0.868385168663,0.839396931435,0.837718427794,0.016283025562,0.00401515348556,0.484444460664,0.0122853612397,0.819710426428
months,0.188253721814,0.923012295082,0.0,0.111111111111,0.445119047619,0.0641882856378,0.37065765132,0.308634010106,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999160699,0.0,0.846616300288,0.871316857922,0.83069740262,0.871730976165,0.830768925381,0.830679386002,0.00215149146053,0.00371368200756,0.499769838326,0.00369327717862,0.8053962956
