word,word_duration,word_pos,silence_duration,syllable_count,avg_syllable_duration,articulation_rate,spectral_tilt,hnr,voiced_unvoiced_ratio,f0_min,f0_tmin,f0_max,f0_tmax,f0_mean,f0_median,f0_range,f0_slope,f0_skewness,f0_std,int_min,int_tmin,int_max,int_tmax,int_mean,int_median,int_range,int_slope,int_skewness,int_std,spectral_emphasis
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-9.155847450435704,7.806044839449084,1,118.93576492339456,5.154125,122.24898692879647,5.194125,120.43724962111237,120.44305857844454,3.3132220054019115,82.83055013504772,0.07851501735725215,1.3472069983949098,30.544008852847448,5.09788933359609,61.73700319276747,5.194125,56.59288770849288,51.71071828150516,31.19299433992002,324.13132786965036,-0.10697061860049037,10.666602707148847,17.158367085933282
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-6.341013964861997,1.7644147325958155,2.333333333333422,118.93576492339456,5.154125,128.5215464059045,5.2465000000000055,122.79318279308086,121.89479163282216,9.585781482509944,103.77030021660985,0.40186910081639693,3.5131310267627454,55.634220349419394,5.1541250000000005,66.94795178567449,5.209615248259091,62.41056262111449,61.49277257201692,11.313731436255097,203.88684122352393,0.1635003966047338,3.1654544488385774,25.770477902836703
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-5.817392911188193,6.313513404406159,4.000000000000227,122.24898692879647,5.196500000000006,130.43557031358063,5.277817347041278,128.5281006131769,129.30104322816356,8.186583384784157,100.67450159962883,-0.3643327172524612,2.065849158080914,60.80403108802248,5.290125,66.94795178567449,5.209615248259091,63.07273719947506,62.029016912370814,6.143920697652014,76.31275174495602,0.48724006854766866,1.9152034232141273,28.095638632364878
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-5.275698972218908,10.033770787794703,-11,123.52695604391634,5.346500000000005,130.43557031358063,5.277817347041278,128.48792003713316,129.01392925457966,6.908614269664284,100.58746964558621,-0.40789747684966376,1.8476356301736254,53.608514215277204,5.346500000000005,62.196173134756684,5.264328644723886,59.528217126589205,59.009212927281666,8.58765891947948,104.50915517484742,-0.270710888929496,3.7987704676118326,24.6952046057211
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-5.071733848393787,4.742187084346069,-11,110.57015144274638,5.396500000000005,128.82766445662583,5.316999577099407,122.41214370759727,122.90041505313569,18.257513013879446,229.65303010661364,-0.15437608052376423,6.1112103384197445,53.608514215277204,5.350059148404705,59.261417298330485,5.384452139556039,56.405822728490584,54.62734464515442,5.652903083053282,164.36206604362306,0.6811168889576026,2.3600684120646207,20.456247595300013
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-8.933845569694853,0.5382425862390077,-11,104.24489137241606,5.446500000000005,123.52695604391634,5.346500000000005,112.37965327238268,110.0337523060058,19.28206467150028,192.82064671500348,0.3948019820283257,6.457727698860189,53.61668986839683,5.354125,59.261417298330485,5.384452139556039,57.3402182273184,57.21376382742649,5.644727429933653,186.12792081835343,0.4762357710271009,1.6775550734792708,23.449601825533076
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-10.05783244262907,--undefined--,4,98.75945697697982,5.464125,110.57015144274638,5.396500000000005,105.3195476967116,105.83451793869025,11.81069446576656,174.64982574147734,-0.23373863695755775,3.6065510021920075,44.35769694751573,5.484554631188185,58.15989329162576,5.402125,55.51703537901862,56.39187491122799,13.80219634411003,167.4421703113026,-0.7605736476687265,4.94960120423945,21.55840677883529
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-9.500972573898864,--undefined--,2.333333333333422,98.75945697697982,5.464125,107.05246306929385,5.504125,102.51121988601362,102.60999705555946,8.29300609231403,207.32515230785057,-0.8487161614240236,2.515552184323103,44.35769694751573,5.484554631188185,56.13738219785002,5.450125,52.89122467680376,52.587478124865854,11.779685250334296,342.1380027555007,-0.33529128006157494,3.7247936676628046,14.537240005918864
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-9.214634888726824,--undefined--,19.999999999985707,101.34142805249243,5.531325094892204,107.05246306929385,5.504125,102.86110812468176,102.60999705555946,5.711035016801418,209.96379017921362,-0.8046890987851836,1.920176822183249,49.16180649105455,5.498125,54.64800314792047,5.5215102203725,52.76297291445581,52.587478124865854,5.486196656865921,234.60102447088528,0.08836523101600809,1.9663411118212886,12.33009703168064
grandmother,0.47350000000000136,0.36,0,4,0.11837500000000034,8.447729672650452,-5.615102543173485,--undefined--,-4.615384615387199,101.80252331728934,5.564125,102.81084569110297,5.549344696835266,102.30371709296281,102.25394772476102,1.0083223738136269,68.22068279489307,0,0.5971906071604675,49.87916116326488,5.562125,51.630546973824536,5.554125000000001,50.76190506074162,50.75485406854471,1.751385810559654,218.92322631998087,0,1.3160639256454214,11.264722434020925
