word,word_duration,word_pos,silence_duration,syllable_count,avg_syllable_duration,articulation_rate,spectral_tilt,hnr,voiced_unvoiced_ratio,f0_min,f0_tmin,f0_max,f0_tmax,f0_mean,f0_median,f0_range,f0_slope,f0_skewness,f0_std,int_min,int_tmin,int_max,int_tmax,int_mean,int_median,int_range,int_slope,int_skewness,int_std,spectral_emphasis
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-5.933035826455871,0.15701078546833333,0.42857142857142855,116.15349933476598,10.369999999999996,121.09231604046687,10.354125,119.20732783781492,119.52750629827023,4.938816705700887,311.1065641387196,0,2.745504913889408,30.902821048283993,10.27871869161558,60.213867336798586,10.354904151530654,54.17224562787243,41.76951992183818,29.311046288514593,384.7328128121627,0.40364425880682103,10.947959705191444,20.63639431347681
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-8.863105296656002,0.15701078546833333,0.6666666666666666,105.94479048437407,10.384125,121.09231604046687,10.354125,114.97075375124331,116.42295424006616,15.147525556092802,504.9175185364375,-0.3186919793944816,6.529444158951547,42.117597861391914,10.322125,60.213867336798586,10.354904151530654,55.52456060847679,51.863314230674,18.09626947540667,552.0664395014443,0.7945609315100443,5.297961641886995,21.049656152797894
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-12.034452162037937,--undefined--,0.25,105.94479048437407,10.384125,116.15349933476598,10.369999999999997,110.34651929073824,110.41400120421639,10.208708850391915,722.7404495851803,0,--undefined--,37.083156912026105,10.466125,57.359253684916915,10.370125,51.1768683181888,51.04525810090233,20.27609677289081,211.20934138427907,-0.7058653876151706,5.223090154510254,10.955916246692528
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-12.034452162037937,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.667223918410627,10.476792987839644,51.009680594982136,10.426124999999999,46.14857379447599,44.30297784239319,19.34245667657151,381.7490589479636,-0.2819540620108403,6.25430699442582,5.238393802379041
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-12.034452162037937,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.667223918410627,10.476792987839644,50.87560350466004,10.538597643763241,46.10868028830511,44.58423671410024,19.208379586249414,310.79178905218595,0.10079647364519845,5.97505274990016,10.148308904193042
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-0.6102129898118527,6.60503658337109,0.1111111111111111,122.32495296347292,10.62,122.32495296347292,10.62,122.32495296347292,--undefined--,0,--undefined--,--undefined--,--undefined--,43.257880419785785,10.590813746668173,57.40410325877345,10.618125,49.75386430693058,46.28146912524697,14.146222838987669,517.9631512005003,0.17820453631592384,4.421944198600846,16.40968321663835
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-4.21456546109458,8.827468472425567,1.5,120.44781161547883,10.67,122.64298054726915,10.639507521946069,121.8173838042286,122.32495296347292,2.1951689317903202,71.99050624576262,-0.8123983349756538,0.8309536829550753,43.257880419785785,10.590813746668173,59.17183116684648,10.649288775364948,56.4126272633187,57.40410325877345,15.913950747060696,272.14951581440704,-0.8161826322814808,7.164781051518374,23.53683871542565
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-5.6625239396590565,8.790136591153113,-11,116.72727810583218,10.72,122.64298054726915,10.639507521946069,120.04441464646487,120.51417168216804,5.915702441436963,73.49385413967865,-0.10761243203137535,2.137156277466359,56.745751384887186,10.707656399328787,59.17183116684648,10.649288775364948,58.09327097451488,58.28388872121683,2.426079781959295,41.56550527844567,-0.3620443006064604,0.9143144926106002,25.190548519818236
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-6.211127080984486,7.987106159347533,-11,109.87521162254313,10.770000000000001,120.44781161547883,10.670000000000002,115.83707585206307,116.77848207520594,10.572599992935693,105.7259999293573,-0.36273588701559023,3.1069797996003996,56.63166092187243,10.757472309033416,58.17109833951773,10.674125,57.06042061291255,56.875581945635915,1.5394374176452956,18.470151412184222,0.442445193520859,0.4702568707343093,24.13601771979544
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-7.902630370664454,--undefined--,-11,106.55700258922374,10.820000000000002,116.72727810583206,10.720000000000002,110.9621716232837,110.3424054557336,10.170275516608314,101.70275516608349,0.3537759287769652,3.057591834353349,52.34205747417551,10.818125,56.964968083846976,10.736648633678193,55.79468131707028,56.48248438488763,4.6229106096714645,56.739283038376634,-0.7252531162691639,1.6341713816156251,22.691442820883193
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-9.934223095924597,--undefined--,3.500000000000796,104.34471800292528,10.834125,109.87521162254262,10.770000000000003,107.63936873792964,108.60079041828178,5.530493619617346,86.24551453594691,-0.746533448677402,1.8999559546880351,44.36207935543187,10.858125,56.48248438488763,10.770125,52.80534388915789,52.75603786395068,12.12040502945576,137.73187533472583,-0.3928001434433343,4.0021189618733946,18.93739593106933
sometime,0.5900000000000034,0.8,0,4,0.14750000000000085,6.779661016949113,-9.347938785372559,--undefined--,1.0000000000002274,104.34471800292528,10.834125,106.55700258922374,10.820000000000004,105.30956284642751,105.32806813904871,2.212284586298466,156.62191761409073,0,--undefined--,44.36207935543187,10.858125,51.352548695662,10.826125,48.89394643313057,47.42227429380477,6.990469340230135,218.4521668821915,0.12499469675959562,2.8885154080371547,10.243688547910336
