word,word_duration,word_pos,silence_duration,syllable_count,avg_syllable_duration,articulation_rate,spectral_tilt,hnr,voiced_unvoiced_ratio,f0_min,f0_tmin,f0_max,f0_tmax,f0_mean,f0_median,f0_range,f0_slope,f0_skewness,f0_std,int_min,int_tmin,int_max,int_tmax,int_mean,int_median,int_range,int_slope,int_skewness,int_std,spectral_emphasis
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.382570405332,0.45778143902,0.5,0.198336858678,0.359962394749,0.19260741178,0.36240662489,0.200840729221,0.20093257103,0.00634617182393,0.00267236804478,0.539250070461,0.00452836452451,0.868057817041,0.354949060856,0.932442315106,0.362052966572,0.920993032631,0.907797740027,0.0775012885796,0.0111205928167,0.446259908489,0.0575539279459,0.893054078873
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.42188198689,0.342346078934,0.5,0.198336858678,0.359962394749,0.202490041292,0.366060954923,0.204769475001,0.203354466144,0.0183606822167,0.00334794871993,0.700931044384,0.0118086811682,0.926888284339,0.358864563071,0.94587447418,0.36313270384,0.936018677407,0.933046122622,0.0281097978411,0.00699513544965,0.581557668154,0.017079884033,0.917305347987
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.429194807297,0.429264151368,0.5,0.203861975913,0.362921850812,0.205505650666,0.368246041736,0.214333003566,0.21571015681,0.0156806470336,0.00324806874469,0.317820817844,0.0069439351574,0.939010238019,0.368333790258,0.94587447418,0.36313270384,0.93772891391,0.934430218627,0.0152650228385,0.00261820739283,0.74350201659,0.0103338881974,0.923852883172
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.436760031163,0.500345836785,0.5,0.205993112665,0.373397801475,0.205505650666,0.368246041736,0.21426599858,0.215231170727,0.0132328148096,0.00324526082644,0.29603790827,0.00621045440817,0.922138494227,0.372258993808,0.933625908379,0.366946464098,0.928574277338,0.926635826559,0.0213366701795,0.0035855952831,0.36435208659,0.0204970755711,0.914277432688
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.439608580337,0.399241356798,0.5,0.184386391384,0.376889785029,0.20297234063,0.3709798804,0.204134055577,0.205032126124,0.0349705858753,0.00740931236171,0.422801689416,0.0205416006087,0.922138494227,0.372506805461,0.926061046332,0.375319590979,0.92050988911,0.915325821157,0.0140450534623,0.00563908346345,0.840485049808,0.0127342520449,0.902340743831
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.385670853399,0.318918027111,0.5,0.173838410182,0.380381768584,0.194620895325,0.373038196034,0.187403910201,0.183566948663,0.0369330202824,0.00622098650576,0.697397399049,0.0217063488056,0.922157664153,0.37278989717,0.926061046332,0.375319590979,0.922923206295,0.922001607155,0.0140247404508,0.00638584623349,0.737997335062,0.00905160588381,0.910769878167
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.369973405628,0.308634010106,0.5,0.164690919289,0.381612692787,0.174207011645,0.37652681659,0.175630503247,0.176561456045,0.0226222982696,0.00563473999118,0.383119446099,0.012122693568,0.90044756895,0.381871278124,0.923221669697,0.376551465751,0.918214366724,0.919880236204,0.0342925719231,0.00574475848604,0.119307959588,0.0267066280512,0.905444368428
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.377750434805,0.308634010106,0.5,0.164690919289,0.381612692787,0.16866477469,0.384036072337,0.170947345776,0.171182057024,0.0158844899355,0.00668894642137,0.075623205345,0.008455521152,0.90044756895,0.381871278124,0.918008282872,0.379897273254,0.911432533869,0.910060737891,0.0292674943616,0.0117383822192,0.332047027093,0.0200979179827,0.885673117393
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.381749387965,0.308634010106,0.5,0.168996605073,0.386305925311,0.16866477469,0.384036072337,0.171530818158,0.171182057024,0.0109389619682,0.00677407698634,0.0976372720617,0.00645428698984,0.911712041927,0.382816137722,0.914169139967,0.384873131711,0.91110129064,0.910060737891,0.0136308590857,0.0080489056231,0.543972792124,0.0106098124936,0.879457914247
grandmother,0.190716300296,0.380512295082,0.0,0.444444444444,0.112738095238,0.253431890179,0.43201996706,0.308634010106,0.5,0.169765525897,0.388596659896,0.161981963114,0.387191159615,0.170601314856,0.170588067563,0.0019313487076,0.00220100883547,0.49999160699,0.00200733574206,0.913394064838,0.387272244633,0.906391102896,0.387146522843,0.905933017198,0.905330566503,0.004351446855,0.00751101744474,0.499769838326,0.00710110336237,0.876457873185
