word,word_duration,word_pos,silence_duration,syllable_count,avg_syllable_duration,articulation_rate,spectral_tilt,hnr,voiced_unvoiced_ratio,f0_min,f0_tmin,f0_max,f0_tmax,f0_mean,f0_median,f0_range,f0_slope,f0_skewness,f0_std,int_min,int_tmin,int_max,int_tmax,int_mean,int_median,int_range,int_slope,int_skewness,int_std,spectral_emphasis
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.087424442703423,--undefined--,0.42857142857142855,105.54238080755441,12.153624999999996,106.23475904345094,12.134125,105.86219270051174,105.93531910593796,0.6923782358965269,35.506576199827016,0,0.4047514607162026,43.14273884125747,12.057067048915785,52.592456660619916,12.149354072888972,48.566071995273376,46.40417647476838,9.449717819362448,102.39486996685454,0.24447265989881356,3.3231958026938218,11.81113259313149
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-8.683552758549922,--undefined--,4,105.45428258669436,12.150088806382277,108.88300662334417,12.203624999999997,106.82780131408751,106.46019298858623,3.428724036649811,64.04497228796096,0.23214977620667235,1.1695710988468637,46.756755710412925,12.106125,53.02543985175922,12.202125,51.677104177692115,52.33945181715032,6.2686841413462915,65.29879313902381,-0.7941652630514705,2.166292921134321,17.239755727709362
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-8.780906386551276,--undefined--,-11,105.45428258669436,12.153624999999998,109.2018570830211,12.214090908358056,108.00340401835608,108.47703140546898,3.7475744963267346,61.97830476861299,-0.5858689783306811,1.131225255722427,52.26670879075536,12.180312094122502,54.88106667264119,12.243378802822514,53.49418107834529,53.02543985175922,2.61435788188583,41.453849991149895,0.4503631855896714,0.9883563995806239,19.49598648088245
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-9.347883273044438,--undefined--,--undefined--,105.67963618855849,12.294125,109.2018570830211,12.214090908358056,107.63097550913437,107.87049271628374,3.522220894462606,44.00900693944683,-0.07682099782450656,1.3083119842032789,49.949844379990004,12.298125,54.88106667264119,12.243378802822514,53.58043322549476,53.811957242296835,4.931222292651185,90.07424345227525,-0.15882149727244982,1.4122910007245315,19.108937872674638
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.008838288458666,--undefined--,1.0000000000000455,105.67963618855849,12.294125,107.23272799375579,12.253625,106.44978540711445,106.66295675658114,1.5530918051972975,38.347945807340906,-0.39200505016555204,0.558882963621814,43.23942248478731,12.346124999999999,54.24266764067095,12.258125,50.612276405883364,48.79977266819933,11.00324515588364,125.03687677140616,0.3691886758333058,3.702286692039973,14.828582195079093
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.008838288458666,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,24.871947387177215,12.402125,47.64970095640866,12.306125,43.49659738088335,40.60480797712623,22.777753569231443,237.26826634616066,-0.11346469284525262,7.563509261383196,-2.5336244352940893
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.008838288458666,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,22.926512246338866,12.411532524252717,40.60480797712623,12.354125,32.52426860578575,28.28495947056295,17.67829573078736,307.94387949852427,0.220698630095199,5.427185142287311,-5.025372275977453
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.008838288458666,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,22.926512246338866,12.411532524252717,28.285446470081087,12.4498065180457,25.994024612169145,25.459645260695744,5.358934223742221,140.0150256784751,0.15743750197063625,1.9257475963312451,-7.629530412067691
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.008838288458666,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,21.399560154082348,12.514125,27.953210209483295,12.458124999999999,25.000260706744335,24.55968655350327,6.553650055400947,117.02946527501496,-0.030636652558651972,2.2768744399383096,-8.887431160185834
months,0.4673750000000041,0.92,0,1,0.4673750000000041,2.1396095212623507,-10.008838288458666,--undefined--,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,21.399560154082348,12.514125,22.265500091091152,12.506124999999999,21.65964304218832,21.83253012258675,0.8659399370088039,108.24249212608838,0,0.6844836096813611,-13.970665375764217
